===== [2026年 08月 27日 星期四 15:17:14 CST] baseline 开始 =====
[2026-08-27 15:17:21,269][numexpr.utils][INFO] - Note: NumExpr detected 48 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 16.
[2026-08-27 15:17:21,269][numexpr.utils][INFO] - NumExpr defaulting to 16 threads.
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
 Loading weights:   0%|          | 0/617 [00:00<?, ?it/s] Loading weights:  38%|███▊      | 233/617 [00:00<00:00, 2328.51it/s] Loading weights:  78%|███████▊  | 483/617 [00:00<00:00, 2426.21it/s] Loading weights: 100%|██████████| 617/617 [00:00<00:00, 2587.05it/s]
[2026-08-27 15:17:28,397][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-08-27 15:17:28,562][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/api/resolve-cache/datasets/lmms-lab-encoder/MMBench/56ba1af8954932c4804bd3f522e05ed96e63b654/README.md "HTTP/1.1 200 OK"
[2026-08-27 15:17:28,877][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/MMBench.py "HTTP/1.1 404 Not Found"
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-27 15:17:28,878][huggingface_hub.utils._http][WARNING] - Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-27 15:17:29,650][httpx][INFO] - HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/lmms-lab-encoder/MMBench/lmms-lab-encoder/MMBench.py "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:30,990][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/revision/56ba1af8954932c4804bd3f522e05ed96e63b654 "HTTP/1.1 200 OK"
[2026-08-27 15:17:31,254][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/.huggingface.yaml "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:32,515][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cc?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-08-27 15:17:32,931][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654?recursive=false&expand=false "HTTP/1.1 200 OK"
[2026-08-27 15:17:33,502][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/dataset_infos.json "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:33,891][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cn?recursive=true&expand=false "HTTP/1.1 200 OK"
Model: /home/jxy/TTL/Qwen3.5-2B
Strategy: none (online.enabled=False), backend=hf, enable_thinking=False
Dataset: lmms-lab-encoder/MMBench cn dev, n=4329
[2026-08-27 17:10:31,099][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2391 path=outputs/online_tta/online_tta_adapters/tta_v2391
[2026-08-27 17:10:32,582][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2392 path=outputs/online_tta/online_tta_adapters/tta_v2392
[2026-08-27 17:10:34,152][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2393 path=outputs/online_tta/online_tta_adapters/tta_v2393
[2026-08-27 17:10:35,680][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2394 path=outputs/online_tta/online_tta_adapters/tta_v2394
[2026-08-27 17:10:37,312][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2395 path=outputs/online_tta/online_tta_adapters/tta_v2395
[2026-08-27 17:10:39,027][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2396 path=outputs/online_tta/online_tta_adapters/tta_v2396
[2026-08-27 17:10:40,664][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2397 path=outputs/online_tta/online_tta_adapters/tta_v2397
[2026-08-27 17:10:42,300][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2398 path=outputs/online_tta/online_tta_adapters/tta_v2398
[2026-08-27 17:10:43,933][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2399 path=outputs/online_tta/online_tta_adapters/tta_v2399
[2026-08-27 17:10:45,557][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2400 path=outputs/online_tta/online_tta_adapters/tta_v2400
[2400/4329] acc=0.4763 pred=B gold=A loss=5.2020532166352496e-06 (1.7s/sample)
[2026-08-27 17:10:47,128][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2401 path=outputs/online_tta/online_tta_adapters/tta_v2401
[2026-08-27 17:10:48,714][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2402 path=outputs/online_tta/online_tta_adapters/tta_v2402
[2026-08-27 17:10:50,352][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2403 path=outputs/online_tta/online_tta_adapters/tta_v2403
[2026-08-27 17:10:51,902][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2404 path=outputs/online_tta/online_tta_adapters/tta_v2404
[2026-08-27 17:10:53,644][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2405 path=outputs/online_tta/online_tta_adapters/tta_v2405
[2026-08-27 17:10:55,276][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2406 path=outputs/online_tta/online_tta_adapters/tta_v2406
[2026-08-27 17:10:56,846][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2407 path=outputs/online_tta/online_tta_adapters/tta_v2407
[2026-08-27 17:10:58,499][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2408 path=outputs/online_tta/online_tta_adapters/tta_v2408
[2026-08-27 17:11:00,154][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2409 path=outputs/online_tta/online_tta_adapters/tta_v2409
[2026-08-27 17:11:01,727][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2410 path=outputs/online_tta/online_tta_adapters/tta_v2410
[2026-08-27 17:11:03,288][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2411 path=outputs/online_tta/online_tta_adapters/tta_v2411
[2026-08-27 17:11:04,851][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2412 path=outputs/online_tta/online_tta_adapters/tta_v2412
[2026-08-27 17:11:06,431][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2413 path=outputs/online_tta/online_tta_adapters/tta_v2413
[2026-08-27 17:11:08,000][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2414 path=outputs/online_tta/online_tta_adapters/tta_v2414
[2026-08-27 17:11:09,584][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2415 path=outputs/online_tta/online_tta_adapters/tta_v2415
[2026-08-27 17:11:11,205][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2416 path=outputs/online_tta/online_tta_adapters/tta_v2416
[2026-08-27 17:11:12,795][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2417 path=outputs/online_tta/online_tta_adapters/tta_v2417
[2026-08-27 17:11:14,351][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2418 path=outputs/online_tta/online_tta_adapters/tta_v2418
[2026-08-27 17:11:15,905][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2419 path=outputs/online_tta/online_tta_adapters/tta_v2419
[2026-08-27 17:11:17,445][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2420 path=outputs/online_tta/online_tta_adapters/tta_v2420
[2420/4329] acc=0.4723 pred=B gold=C loss=3.765415840462083e-06 (1.7s/sample)
[2026-08-27 17:11:19,046][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2421 path=outputs/online_tta/online_tta_adapters/tta_v2421
[2026-08-27 17:11:20,824][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2422 path=outputs/online_tta/online_tta_adapters/tta_v2422
[2026-08-27 17:11:22,486][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2423 path=outputs/online_tta/online_tta_adapters/tta_v2423
[2026-08-27 17:11:24,042][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2424 path=outputs/online_tta/online_tta_adapters/tta_v2424
[2026-08-27 17:11:25,630][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2425 path=outputs/online_tta/online_tta_adapters/tta_v2425
[2026-08-27 17:11:27,494][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2426 path=outputs/online_tta/online_tta_adapters/tta_v2426
[2026-08-27 17:11:29,354][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2427 path=outputs/online_tta/online_tta_adapters/tta_v2427
[2026-08-27 17:11:31,336][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2428 path=outputs/online_tta/online_tta_adapters/tta_v2428
[2026-08-27 17:11:33,026][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2429 path=outputs/online_tta/online_tta_adapters/tta_v2429
[2026-08-27 17:11:34,943][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2430 path=outputs/online_tta/online_tta_adapters/tta_v2430
[2026-08-27 17:11:36,808][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2431 path=outputs/online_tta/online_tta_adapters/tta_v2431
[2026-08-27 17:11:38,775][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2432 path=outputs/online_tta/online_tta_adapters/tta_v2432
[2026-08-27 17:11:40,650][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2433 path=outputs/online_tta/online_tta_adapters/tta_v2433
[2026-08-27 17:11:42,551][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2434 path=outputs/online_tta/online_tta_adapters/tta_v2434
[2026-08-27 17:11:44,402][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2435 path=outputs/online_tta/online_tta_adapters/tta_v2435
[2026-08-27 17:11:46,277][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2436 path=outputs/online_tta/online_tta_adapters/tta_v2436
[2026-08-27 17:11:48,170][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2437 path=outputs/online_tta/online_tta_adapters/tta_v2437
[2026-08-27 17:11:50,040][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2438 path=outputs/online_tta/online_tta_adapters/tta_v2438
[2026-08-27 17:11:52,000][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2439 path=outputs/online_tta/online_tta_adapters/tta_v2439
[2026-08-27 17:11:53,955][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2440 path=outputs/online_tta/online_tta_adapters/tta_v2440
[2440/4329] acc=0.4684 pred=D gold=B loss=2.7037199288315605e-06 (1.7s/sample)
[2026-08-27 17:11:55,817][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2441 path=outputs/online_tta/online_tta_adapters/tta_v2441
[2026-08-27 17:11:57,765][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2442 path=outputs/online_tta/online_tta_adapters/tta_v2442
[2026-08-27 17:11:59,626][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2443 path=outputs/online_tta/online_tta_adapters/tta_v2443
[2026-08-27 17:12:01,572][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2444 path=outputs/online_tta/online_tta_adapters/tta_v2444
[2026-08-27 17:12:03,542][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2445 path=outputs/online_tta/online_tta_adapters/tta_v2445
[2026-08-27 17:12:05,355][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2446 path=outputs/online_tta/online_tta_adapters/tta_v2446
[2026-08-27 17:12:07,320][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2447 path=outputs/online_tta/online_tta_adapters/tta_v2447
[2026-08-27 17:12:09,169][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2448 path=outputs/online_tta/online_tta_adapters/tta_v2448
[2026-08-27 17:12:11,057][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2449 path=outputs/online_tta/online_tta_adapters/tta_v2449
[2026-08-27 17:12:12,963][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2450 path=outputs/online_tta/online_tta_adapters/tta_v2450
[2026-08-27 17:12:14,833][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2451 path=outputs/online_tta/online_tta_adapters/tta_v2451
[2026-08-27 17:12:16,701][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2452 path=outputs/online_tta/online_tta_adapters/tta_v2452
[2026-08-27 17:12:18,647][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2453 path=outputs/online_tta/online_tta_adapters/tta_v2453
[2026-08-27 17:12:20,515][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2454 path=outputs/online_tta/online_tta_adapters/tta_v2454
[2026-08-27 17:12:22,403][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2455 path=outputs/online_tta/online_tta_adapters/tta_v2455
[2026-08-27 17:12:24,354][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2456 path=outputs/online_tta/online_tta_adapters/tta_v2456
[2026-08-27 17:12:26,389][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2457 path=outputs/online_tta/online_tta_adapters/tta_v2457
[2026-08-27 17:12:28,264][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2458 path=outputs/online_tta/online_tta_adapters/tta_v2458
[2026-08-27 17:12:30,280][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2459 path=outputs/online_tta/online_tta_adapters/tta_v2459
[2026-08-27 17:12:32,237][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2460 path=outputs/online_tta/online_tta_adapters/tta_v2460
[2460/4329] acc=0.4650 pred=D gold=B loss=3.4410443277010927e-06 (1.7s/sample)
[2026-08-27 17:12:34,214][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2461 path=outputs/online_tta/online_tta_adapters/tta_v2461
[2026-08-27 17:12:36,166][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2462 path=outputs/online_tta/online_tta_adapters/tta_v2462
[2026-08-27 17:12:38,165][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2463 path=outputs/online_tta/online_tta_adapters/tta_v2463
[2026-08-27 17:12:40,114][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2464 path=outputs/online_tta/online_tta_adapters/tta_v2464
[2026-08-27 17:12:42,087][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2465 path=outputs/online_tta/online_tta_adapters/tta_v2465
[2026-08-27 17:12:44,072][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2466 path=outputs/online_tta/online_tta_adapters/tta_v2466
[2026-08-27 17:12:46,075][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2467 path=outputs/online_tta/online_tta_adapters/tta_v2467
[2026-08-27 17:12:48,071][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2468 path=outputs/online_tta/online_tta_adapters/tta_v2468
[2026-08-27 17:12:50,132][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2469 path=outputs/online_tta/online_tta_adapters/tta_v2469
[2026-08-27 17:12:52,094][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2470 path=outputs/online_tta/online_tta_adapters/tta_v2470
[2026-08-27 17:12:54,150][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2471 path=outputs/online_tta/online_tta_adapters/tta_v2471
[2026-08-27 17:12:56,111][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2472 path=outputs/online_tta/online_tta_adapters/tta_v2472
[2026-08-27 17:12:58,060][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2473 path=outputs/online_tta/online_tta_adapters/tta_v2473
[2026-08-27 17:13:00,034][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2474 path=outputs/online_tta/online_tta_adapters/tta_v2474
[2026-08-27 17:13:02,063][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2475 path=outputs/online_tta/online_tta_adapters/tta_v2475
[2026-08-27 17:13:04,022][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2476 path=outputs/online_tta/online_tta_adapters/tta_v2476
[2026-08-27 17:13:06,082][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2477 path=outputs/online_tta/online_tta_adapters/tta_v2477
[2026-08-27 17:13:07,983][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2478 path=outputs/online_tta/online_tta_adapters/tta_v2478
[2026-08-27 17:13:09,932][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2479 path=outputs/online_tta/online_tta_adapters/tta_v2479
[2026-08-27 17:13:11,876][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2480 path=outputs/online_tta/online_tta_adapters/tta_v2480
[2480/4329] acc=0.4653 pred=D gold=D loss=5.7430479500908405e-06 (1.7s/sample)
[2026-08-27 17:13:13,829][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2481 path=outputs/online_tta/online_tta_adapters/tta_v2481
[2026-08-27 17:13:15,703][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2482 path=outputs/online_tta/online_tta_adapters/tta_v2482
[2026-08-27 17:13:17,665][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2483 path=outputs/online_tta/online_tta_adapters/tta_v2483
[2026-08-27 17:13:19,611][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2484 path=outputs/online_tta/online_tta_adapters/tta_v2484
[2026-08-27 17:13:21,564][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2485 path=outputs/online_tta/online_tta_adapters/tta_v2485
[2026-08-27 17:13:23,428][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2486 path=outputs/online_tta/online_tta_adapters/tta_v2486
[2026-08-27 17:13:25,293][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2487 path=outputs/online_tta/online_tta_adapters/tta_v2487
[2026-08-27 17:13:27,161][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2488 path=outputs/online_tta/online_tta_adapters/tta_v2488
[2026-08-27 17:13:29,146][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2489 path=outputs/online_tta/online_tta_adapters/tta_v2489
[2026-08-27 17:13:31,094][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2490 path=outputs/online_tta/online_tta_adapters/tta_v2490
[2026-08-27 17:13:33,069][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2491 path=outputs/online_tta/online_tta_adapters/tta_v2491
[2026-08-27 17:13:35,029][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2492 path=outputs/online_tta/online_tta_adapters/tta_v2492
[2026-08-27 17:13:36,981][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2493 path=outputs/online_tta/online_tta_adapters/tta_v2493
[2026-08-27 17:13:38,898][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2494 path=outputs/online_tta/online_tta_adapters/tta_v2494
[2026-08-27 17:13:40,823][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2495 path=outputs/online_tta/online_tta_adapters/tta_v2495
[2026-08-27 17:13:42,861][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2496 path=outputs/online_tta/online_tta_adapters/tta_v2496
[2026-08-27 17:13:44,824][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2497 path=outputs/online_tta/online_tta_adapters/tta_v2497
[2026-08-27 17:13:46,708][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2498 path=outputs/online_tta/online_tta_adapters/tta_v2498
[2026-08-27 17:13:48,448][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2499 path=outputs/online_tta/online_tta_adapters/tta_v2499
[2026-08-27 17:13:50,177][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2500 path=outputs/online_tta/online_tta_adapters/tta_v2500
[2500/4329] acc=0.4640 pred=D gold=C loss=2.4697260414541233e-06 (1.7s/sample)
[2026-08-27 17:13:51,896][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2501 path=outputs/online_tta/online_tta_adapters/tta_v2501
[2026-08-27 17:13:53,637][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2502 path=outputs/online_tta/online_tta_adapters/tta_v2502
[2026-08-27 17:13:55,373][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2503 path=outputs/online_tta/online_tta_adapters/tta_v2503
[2026-08-27 17:13:57,111][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2504 path=outputs/online_tta/online_tta_adapters/tta_v2504
[2026-08-27 17:13:58,868][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2505 path=outputs/online_tta/online_tta_adapters/tta_v2505
[2026-08-27 17:14:00,584][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2506 path=outputs/online_tta/online_tta_adapters/tta_v2506
[2026-08-27 17:14:02,326][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2507 path=outputs/online_tta/online_tta_adapters/tta_v2507
[2026-08-27 17:14:04,069][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2508 path=outputs/online_tta/online_tta_adapters/tta_v2508
[2026-08-27 17:14:05,817][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2509 path=outputs/online_tta/online_tta_adapters/tta_v2509
[2026-08-27 17:14:07,526][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2510 path=outputs/online_tta/online_tta_adapters/tta_v2510
[2026-08-27 17:14:09,297][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2511 path=outputs/online_tta/online_tta_adapters/tta_v2511
[2026-08-27 17:14:11,073][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2512 path=outputs/online_tta/online_tta_adapters/tta_v2512
[2026-08-27 17:14:12,771][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2513 path=outputs/online_tta/online_tta_adapters/tta_v2513
[2026-08-27 17:14:14,479][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2514 path=outputs/online_tta/online_tta_adapters/tta_v2514
[2026-08-27 17:14:16,180][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2515 path=outputs/online_tta/online_tta_adapters/tta_v2515
[2026-08-27 17:14:17,945][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2516 path=outputs/online_tta/online_tta_adapters/tta_v2516
[2026-08-27 17:14:19,643][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2517 path=outputs/online_tta/online_tta_adapters/tta_v2517
[2026-08-27 17:14:21,256][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2518 path=outputs/online_tta/online_tta_adapters/tta_v2518
[2026-08-27 17:14:22,952][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2519 path=outputs/online_tta/online_tta_adapters/tta_v2519
[2026-08-27 17:14:24,640][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2520 path=outputs/online_tta/online_tta_adapters/tta_v2520
[2520/4329] acc=0.4615 pred=D gold=C loss=2.934827307399246e-06 (1.7s/sample)
[2026-08-27 17:14:26,318][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2521 path=outputs/online_tta/online_tta_adapters/tta_v2521
[2026-08-27 17:14:28,035][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2522 path=outputs/online_tta/online_tta_adapters/tta_v2522
[2026-08-27 17:14:29,740][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2523 path=outputs/online_tta/online_tta_adapters/tta_v2523
[2026-08-27 17:14:31,429][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2524 path=outputs/online_tta/online_tta_adapters/tta_v2524
[2026-08-27 17:14:33,109][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2525 path=outputs/online_tta/online_tta_adapters/tta_v2525
[2026-08-27 17:14:34,852][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2526 path=outputs/online_tta/online_tta_adapters/tta_v2526
[2026-08-27 17:14:36,494][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2527 path=outputs/online_tta/online_tta_adapters/tta_v2527
[2026-08-27 17:14:38,243][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2528 path=outputs/online_tta/online_tta_adapters/tta_v2528
[2026-08-27 17:14:39,799][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2529 path=outputs/online_tta/online_tta_adapters/tta_v2529
[2026-08-27 17:14:41,434][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2530 path=outputs/online_tta/online_tta_adapters/tta_v2530
[2026-08-27 17:14:43,139][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2531 path=outputs/online_tta/online_tta_adapters/tta_v2531
